240002533291|DE|JUNINHO|12095|PDT|Advogado|||92741||2024~Vereador~PSB~Não eleito~FLORIANÓPOLIS
240002539968|DE|JUNIOR CARDOSO|22322|PL|Empresário|||574235||2022~Deputado Estadual~PTB~Suplente~SANTA CATARINA;2020~Vice-prefeito~PL~Eleito~CAMBORIÚ;2018~Deputado Federal~PSL~Suplente~SANTA CATARINA
240002533307|DE|JUNIOR DO ESPORTE|12220|PDT|Outros|||1600000||2024~Vereador~PSDB~Não eleito~ITAPEMA
240002537100|DE|KARINY NAIARA MULLER|45888|PSDB|Administrador||FEDERAÇÃO PSDB CIDADANIA(PSDB/CIDADANIA)|968722||2024~Vereador~PSDB~Suplente~BALNEÁRIO CAMBORIÚ
240002543421|DE|KELLY PAZ|44411|UNIÃO|Vereador||FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP)|333900||2024~Vereador~UNIÃO~Eleito por média~BENEDITO NOVO
240002552226|DE|KERLY KOCH|36358|AGIR|Secretário e Datilógrafo|Aguardando julgamento||0||
240002539548|DE|LAIRTON BOLICO DA SAUDE|20120|PODE|Servidor Público Estadual|||0||2020~Vereador~PSL~Suplente~VIDEIRA;2016~Vereador~PR~Suplente~VIDEIRA;2012~Vereador~PSD~Suplente~VIDEIRA;2008~Vereador~DEM~Suplente~VIDEIRA
240002551476|DE|LANDA DA ROSA COSTA|55232|PSD|Agricultor|Renúncia||1615000||2024~Vereador~PSD~Eleito por QP~URUBICI;2020~Vereador~PSD~Eleito por QP~URUBICI
240002540095|DE|LARISSA STEPHANIE|65180|PCDOB|Estudante, Bolsista, Estagiário e Asseme||FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASI|42239||2024~Vereador~PC do B~Suplente~JOINVILLE;2022~Deputado Estadual~PC do B~Suplente~SANTA CATARINA
240002539958|DE|LAVINYA DEALIS|22005|PL|Agenciador de Propaganda|||0||
240002537800|DE|LEANDRO DA SILVA|18000|REDE|Vendedor de Comércio Varejista e Atacadi||FEDERAÇÃO PSOL REDE(PSOL/REDE)|0||2020~Vereador~PATRIOTA~Suplente~BRUSQUE;2016~Vereador~PHS~Concorrendo~ORTIGUEIRA
240002541390|DE|LEATRICE BEZ|15104|MDB|Advogado|||928487||
240002543547|DE|LÉO LAMERA|14444|MISSÃO|Empresário|||68146||
