240002552928|DE|DR ADRIANO MACHADO (CHIQUINHO)|25225|PRD|Advogado||FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA(PRD/SOLIDA|82000||2024~Vereador~PRD~Não eleito~GUARAMIRIM
240002539585|DE|DR MARIO CARVALHO|20034|PODE|Corretor de Imóveis, Seguros, Títulos e |||1500000||
240002541370|DE|DR NATEL|15055|MDB|Médico|||656843||2022~Deputado Estadual~PDT~Suplente~SANTA CATARINA;2020~Prefeito~PDT~Não eleito~BLUMENAU
240002533275|DE|DR. ANIBAL DARIO|12999|PDT|Médico|||784914||2024~Vice-prefeito~MDB~Não eleito~CRICIÚMA;2020~Prefeito~MDB~Não eleito~CRICIÚMA
240002543411|DE|DR. IRANI|11111|PP|Médico||FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP)|6197662||2024~Vice-prefeito~PP~Não eleito~CRICIÚMA;2020~Vereador~PSDB~Suplente~CRICIÚMA;2012~Vereador~PMDB~Suplente~CRICIÚMA;2008~Vereador~PSDB~Média~LAURO MÜLLER
240002537936|DE|DR. JORGE|10210|REPUBLICANOS|Médico|||1346743||2024~Vice-prefeito~PL~Não eleito~VIDEIRA;2022~Deputado Estadual~PL~Suplente~SANTA CATARINA;2016~Vereador~PMDB~Eleito por média~VIDEIRA;2012~Vice-prefeito~PMDB~Eleito~VIDEIRA
240002537917|DE|DR. PAULO CORAL|10555|REPUBLICANOS|Médico|||44145||2024~Vereador~PL~Suplente~BALNEÁRIO PIÇARRAS;2022~Deputado Federal~REPUBLICANOS~Não eleito~SANTA CATARINA;2020~Vice-prefeito~REPUBLICANOS~Não eleito~BALNEÁRIO PIÇARRAS;2018~Deputado Federal~PSDB~Suplente~SANTA CATARINA
240002537934|DE|DR. RONI RIBEIRO|10999|REPUBLICANOS|Odontólogo|||110000||
240002543392|DE|DR. VICENTE|44000|UNIÃO|Deputado||FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP)|4997265||2022~Deputado Estadual~PSDB~Eleito por QP~SANTA CATARINA;2018~Deputado Estadual~PSDB~Eleito por QP~SANTA CATARINA;2014~Deputado Estadual~PSDB~Eleito por QP~SANTA CATARINA;2004~Prefeito~PSDB~Não eleito~JARAGUÁ DO SUL
240002541388|DE|DR.ELCIO|15777|MDB|Médico|||686641||2020~Prefeito~MDB~Eleito~CAMBORIÚ;2016~Prefeito~PMDB~Eleito~CAMBORIÚ;2014~Deputado Estadual~DEM~Suplente~SANTA CATARINA;2010~Deputado Estadual~PPS~Suplente~SANTA CATARINA
240002537924|DE|DRA AYNOÃ MELLO|10500|REPUBLICANOS|Advogado|Renúncia||326789||
240002537098|DE|EDINHO DA CASA AZUL|45444|PSDB|Outros||FEDERAÇÃO PSDB CIDADANIA(PSDB/CIDADANIA)|0||2020~Vereador~PP~Eleito por QP~SÃO FRANCISCO DO SUL;2016~Vereador~PSD~Eleito por QP~SÃO FRANCISCO DO SUL
240002537923|DE|EDSON PIRIQUITO|10015|REPUBLICANOS|Empresário|||630000||2024~Prefeito~MDB~Não eleito~CAMBORIÚ;2022~Deputado Estadual~REPUBLICANOS~Não eleito~SANTA CATARINA;2020~Prefeito~MDB~Não eleito~BALNEÁRIO CAMBORIÚ;2018~Deputado Estadual~MDB~Suplente~SANTA CATARINA
240002551694|DE|ELEANE PATRIOTA|70022|AVANTE|Aposentado (Exceto Servidor Público)|||950000||2024~Vereador~AVANTE~Não eleito~SÃO JOSÉ
240002533276|DE|ELIANE ARAÚJO|12444|PDT|Outros|||250000||2020~Vereador~PDT~Não eleito~FLORIANÓPOLIS
240002541372|DE|ELIZEU MATTOS|15001|MDB|Economista|Indeferido em prazo recursal ou com recurso||1059134||2024~Prefeito~MDB~Não eleito~LAGES;2012~Prefeito~PMDB~Eleito~LAGES;2010~Deputado Estadual~PMDB~Eleito~SANTA CATARINA;2006~Deputado Estadual~PMDB~Média~SANTA CATARINA
240002535442|DE|ELY SILVEIRA|30777|NOVO|Advogado|||665000||2020~Vereador~PSDB~Suplente~CAMPO GRANDE;2012~Vereador~PSD~Suplente~CAMPO GRANDE;2010~Deputado Estadual~PSC~Não eleito~MATO GROSSO DO SUL
240002541385|DE|EMERSON MAAS|15670|MDB|Empresário|||403000||2024~Prefeito~MDB~Eleito~MAFRA;2020~Prefeito~PODE~Eleito~MAFRA
240002541374|DE|EMERSON STEIN|15100|MDB|Corretor de Imóveis, Seguros, Títulos e |||311458||2022~Deputado Estadual~MDB~Suplente~SANTA CATARINA;2020~Prefeito~MDB~Eleito~PORTO BELO;2016~Prefeito~PMDB~Eleito~PORTO BELO;2012~Vice-prefeito~PMDB~Não eleito~PORTO BELO
240002552123|DE|EMMANUEL TUCA|25000|PRD|Advogado|Renúncia|FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA(PRD/SOLIDA|4182845||2024~Vereador~NOVO~Suplente~BLUMENAU;2020~Vereador~NOVO~Eleito por QP~BLUMENAU;2018~Deputado Federal~NOVO~Suplente~SANTA CATARINA
240002539549|DE|ERONI FORESTI|20400|PODE|Médico|Renúncia||2255265||2004~Vereador~PL~Não eleito~BALNEÁRIO CAMBORIÚ
240002543390|DE|EVANDRO SCAINI|11234|PP|Empresário||FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP)|1090507||2024~Prefeito~PP~Eleito~BALNEÁRIO ARROIO DO SILV;2020~Prefeito~PSL~Eleito~BALNEÁRIO ARROIO DO SILV;2018~Deputado Estadual~PSD~Suplente~SANTA CATARINA;2012~Prefeito~PSD~Eleito~BALNEÁRIO ARROIO DO SILV
