240002538371|DF|GEMADA|2050|PODE|Vereador|||539134|HTTPS://WWW.INSTAGRAM.COM/VEREADORGEMADA?IGSH=DWHUBTDHM2NUNTV6|2024~Vereador~PL~Eleito por QP~FLORIANÓPOLIS;2020~Vereador~PODE~Eleito por média~FLORIANÓPOLIS
240002537081|DF|GEOVANIA DE SÁ|1077|REPUBLICANOS|Deputado|||508392|HTTPS://WWW.THREADS.COM/@GEOVANIASA|2022~Deputado Federal~PSDB~Suplente~SANTA CATARINA;2018~Deputado Federal~PSDB~Eleito por QP~SANTA CATARINA;2014~Deputado Federal~PSDB~Eleito por média~SANTA CATARINA;2012~Vereador~PSDB~Eleito por QP~CRICIÚMA
240002537839|DF|GIL SANTOS|5093|PSOL|Vendedor de Comércio Varejista e Atacadi|Aguardando julgamento|FEDERAÇÃO PSOL REDE(PSOL/REDE)|0|HTTPS://INSTAGRAM.COM/GILSANTOS_VAT|2020~Vereador~PT~Não eleito~LAGARTO
240002543048|DF|GILIARDI DORN|2799|DC|Administrador|||1545000|HTTPS://WWW.LINKEDIN.COM/IN/GILIARDIDORN/|2022~Deputado Federal~PATRIOTA~Não eleito~SANTA CATARINA;2020~Vice-prefeito~PATRIOTA~Não eleito~GUARAMIRIM
240002535434|DF|GILSON MARQUES|3050|NOVO|Deputado|||3907050|HTTPS://WWW.YOUTUBE.COM/@GILSONMARQUESNOVO|2022~Deputado Federal~NOVO~Eleito por média~SANTA CATARINA;2018~Deputado Federal~NOVO~Eleito por média~SANTA CATARINA
240002533831|DF|GIOVANA MONDARDO|6565|PCDOB|Odontólogo||FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASI|56433|HTTPS://CHAT.WHATSAPP.COM/KFTQQ8TJCGLADE6FZDSFPU|2024~Vereador~PC do B~Eleito por QP~CRICIÚMA;2022~Deputado Federal~PC do B~Suplente~SANTA CATARINA;2020~Vereador~PC do B~Eleito por média~CRICIÚMA
240002554185|DF|GLENDA BONI|7767|SOLIDARIEDADE|Gerente|Aguardando julgamento|FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA(PRD/SOLIDA|0|https://www.instagram.com/boniglendaa?igsi=b3BsNWo4b3Nnb3Fx|2024~Vereador~SOLIDARIEDADE~Não eleito~JAGUARUNA
240002535436|DF|GLENDA GERBER|3007|NOVO|Professor de Ensino Fundamental|||762200|https://www.facebook.com/glenda.gerber.9|2024~Vereador~NOVO~Não eleito~PALHOÇA;2022~Deputado Federal~NOVO~Suplente~SANTA CATARINA
240002551674|DF|GODINHO|7722|SOLIDARIEDADE|Administrador||FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA(PRD/SOLIDA|600000|HTTPS://WWW.INSTAGRAM.COM/GODINHOCRICIUMA?IGSH=N3IXNHJ3C3O4BGPL|2024~Prefeito~SOLIDARIEDADE~Não eleito~CRICIÚMA;2020~Vereador~PC do B~Suplente~CRICIÚMA;2014~Deputado Estadual~SD~Suplente~SANTA CATARINA;2012~Vereador~PDT~Suplente~CRICIÚMA
240002533816|DF|GRACI DA SAÚDE|1213|PDT|Outros|||0|HTTPS://WWW.INSTAGRAM.COM/GRACIELAWIEMES/|
240002533834|DF|GUARACI FAGUNDES|4343|PV|Outros||FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASI|0|https://www.facebook.com/BabaGuaraci|2022~2º Suplente~PV~Não eleito~SANTA CATARINA;2020~Vice-prefeito~PV~Não eleito~FLORIANÓPOLIS;2018~Deputado Federal~PV~Suplente~SANTA CATARINA;2014~Deputado Federal~PV~Suplente~SANTA CATARINA
240002551673|DF|GUILHERME HENRIQUE|2520|PRD|Engenheiro||FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA(PRD/SOLIDA|151511|HTTPS://WWW.GUILHERMEHENRIQUESC.COM.BR|2024~Vereador~PRD~Não eleito~JOINVILLE
240002548541|DF|HENRIQUE FOLSTER|5510|PSD|Professor de Ensino Médio|||703190|HTTPS://WWW.INSTAGRAM.COM/HENRIQUE.FOLSTER.JR/?UTM_SOURCE=IG_WEB_BUTTO|
240002541920|DF|HORTÊNCIA TIERLING|4477|UNIÃO|Farmacêutico||FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP)|5161859|https://www.facebook.com/hortencia.mullertierling|2024~Vereador~PSD~Suplente~CHAPECÓ
240002533836|DF|IGOR MARAFIGO|1349|PT|Estudante, Bolsista, Estagiário e Asseme||FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASI|16950||2020~Vereador~PT~Não eleito~LAGES
240002537832|DF|INÁCIO SPERBER|5024|PSOL|Professor de Ensino Fundamental||FEDERAÇÃO PSOL REDE(PSOL/REDE)|0|HTTPS://WWW.FACEBOOK.COM/JOSE.INACIOSPERBER|
240002533821|DF|INDÍGENA ADRIANA|1210|PDT|Psicólogo|||0|HTTPS://WWW.INSTAGRAM.COM/INDIGENA.ADRIANA/|
240002551676|DF|INDIO FOTOGRAFO|7090|AVANTE|Fotógrafo e Assemelhados|||0|HTTPS://WWW.INSTAGRAM.COM/INDIO_FOTOGRAF?IGSH=MTJ2NNBRBMFOB3PH|2024~Vereador~PSDB~Não eleito~CANOINHAS;2022~Deputado Estadual~AVANTE~Não eleito~SANTA CATARINA;2012~Vereador~PSDB~Não eleito~TRÊS BARRAS;2008~Vereador~PSDB~Suplente~TRÊS BARRAS
240002539374|DF|ISMAEL DOS SANTOS|2277|PL|Deputado|||957099|HTTPS://WWW.INSTAGRAM.COM/DEPUTADOISMAEL|2022~Deputado Federal~PSD~Eleito por QP~SANTA CATARINA;2018~Deputado Estadual~PSD~Eleito por QP~SANTA CATARINA;2014~Deputado Estadual~PSD~Eleito por QP~SANTA CATARINA;2010~Deputado Estadual~DEM~Eleito~SANTA CATARINA
240002538365|DF|ITO DE SOUZA|2055|PODE|Vereador|||247031|HTTPS://WWW.INSTAGRAM.COM/ITODESOUZA?IGSH=MWL3ZHZRYXMWZJLSZA==|2024~Vereador~PL~Eleito por QP~BLUMENAU;2020~Vereador~PL~Eleito por média~BLUMENAU;2016~Vereador~PR~Eleito por QP~BLUMENAU;2012~Vereador~PP~Suplente~BLUMENAU
240002533820|DF|IVAN MARQUES|1212|PDT|Jornalista e Redator|||661319|https://www.instagram.com/ivanmarquesxxe|2024~Vereador~MDB~Suplente~XANXERÊ;2020~Vereador~MDB~Suplente~XANXERÊ;2016~Vice-prefeito~PSD~Eleito~XANXERÊ;2012~Vereador~PSD~Eleito por QP~XANXERÊ
240002551689|DF|IVO MACHADO|7088|AVANTE|Corretor de Imóveis, Seguros, Títulos e|||150902|HTTPS://WWW.INSTAGRAM.COM/IVO_MACHADO1?IGSH=ZTQZEXMYMWNTNW5S|2020~Vereador~PODE~Suplente~ITAPEMA
240002543060|DF|JACKSON SOARES|2789|DC|Cantor e Compositor|||100000|HTTPS://WWW.INSTAGRAM.COM/JACKSONESEUSTECLADOS?IGSH=MWLOCMIZMJVLDWKZYW|
240002539371|DF|JAIR BOLSONARO|2222|PL|Vereador|||187366|https://www.threads.com/@bolsonaro_jr|2024~Vereador~PL~Eleito por QP~BALNEÁRIO CAMBORIÚ
240002541925|DF|JANE STEFENN|4400|UNIÃO|Comerciante||FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP)|71020|HTTPS://WWW.INSTAGRAM.COM/JANESTEFENN.INTISICADA?IGSH=MWTJDZV1D3ZJEJB1|2024~Vereador~UNIÃO~Não eleito~CAMBORIÚ;2022~Deputado Federal~UNIÃO~Suplente~SANTA CATARINA;2020~Prefeito~PSL~Não eleito~CAMBORIÚ;2018~Deputado Estadual~REDE~Não eleito~SANTA CATARINA
240002541922|DF|JEAN PIROLA|1144|PP|Advogado||FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP)|285565|HTTPS://JEANPIROLA.COM.BR/|2024~Vereador~PP~Eleito por média~BRUSQUE;2020~Vereador~PP~Eleito por QP~BRUSQUE;2018~Deputado Estadual~PP~Suplente~SANTA CATARINA;2016~Vereador~PP~Eleito por QP~BRUSQUE
240002537838|DF|JÉSSICA MICHELS|5080|PSOL|Fotógrafo e Assemelhados||FEDERAÇÃO PSOL REDE(PSOL/REDE)|3000|HTTPS://WWW.INSTAGRAM.COM/JESSIEMICHELS/|2022~Deputado Estadual~PSOL~Suplente~SANTA CATARINA;2020~Vereador~PSOL~Não eleito~JOINVILLE;2018~Deputado Federal~PSOL~Não eleito~SANTA CATARINA;2016~Vereador~PSOL~Não eleito~JOINVILLE
240002538373|DF|JOAB DA PESCA|2077|PODE|Pescador|||592591|HTTPS://WWW.FACEBOOK.COM/PROFILE.PHP?ID=61565495673484|
240002543044|DF|JOÃO FONTOURA|2700|DC|Escultor e Pintor|||0|HTTPS://WWW.FACEBOOK.COM/SHARE/1HYQW5MH8X/?MIBEXTID=WWXIFR|
240002548533|DF|JOÃO MARTINS|5522|PSD|Empresário|||1463400|HTTPS://WWW.INSTAGRAM.COM/JOAOMARTINSBRUSQUE/|2024~Prefeito~PSD~Não eleito~BRUSQUE
240002541407|DF|JOAO MATOS|1598|MDB|Empresário|||1370733|https://HTTPS://WWW.TIKTOK.COM/@JOAOMATOS.SC?_R=1&_T=ZS-98ECBTDCRRG //|2008~Vice-Prefeito~PMDB~Concorrendo~NAVEGANTES
240002539380|DF|JOÃO PAULO KLEINÜBING|2288|PL|Administrador|||2324735|HTTPS://WWW.YOUTUBE.COM/@JPKLEINUBING|2020~Prefeito~DEM~2º turno~BLUMENAU;2018~Vice-governador~DEM~Não eleito~SANTA CATARINA;2014~Deputado Federal~PSD~Eleito por QP~SANTA CATARINA;2008~Prefeito~DEM~Eleito~BLUMENAU
240002541409|DF|JOMA FRETTA|1515|MDB|Advogado|||5209513|HTTPS://WWW.INSTAGRAM.COM/JOMAFRETTA?IGSH=MXDNOWDWEGS1ANJWAQ==|2016~Vice-prefeito~PMDB~Não eleito~TUBARÃO;2016~Vereador~PMDB~Concorrendo~TUBARÃO;2012~Vereador~PMDB~Suplente~TUBARÃO
240002544690|DF|JORDAM BRITO|1430|MISSÃO|Auxiliar de Laboratório|||198000|https://x.com/jordambritosc|
240002533815|DF|JORDANA PROTETORA ANIMAL|1231|PDT|Assistente Social|||276000|HTTPS://WWW.INSTAGRAM.COM/JORDANASANZ/|
240002537085|DF|JORGE GOETTEN|1001|REPUBLICANOS|Deputado|||1105400|HTTPS://WWW.FACEBOOK.COM/JORGEGOETTENMINISTER/|2022~Deputado Federal~PL~Eleito por QP~SANTA CATARINA;2018~Deputado Federal~PR~Suplente~SANTA CATARINA;2008~Prefeito~PR~Substituído~RIO DO SUL
240002533837|DF|JOVINO GONÇALVES|6500|PCDOB|Aposentado (Exceto Servidor Público)||FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASI|220000|https://www.facebook.com/profile.php?id=61592797706942|2016~Vereador~PT~Suplente~IMBITUBA;2004~Vereador~PPS~Não eleito~BLUMENAU
240002533832|DF|JÚ|1361|PT|Professor de Ensino Fundamental||FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASI|1101000|HTTPS://WWW.INSTAGRAM.COM/JUCELIAVARGASVIEIRA/|2024~Vereador~PT~Suplente~CRICIÚMA;2020~Vereador~PDT~Suplente~CRICIÚMA;2008~Vereador~PDT~Suplente~CRICIÚMA
