240002537102|DE|PAULINHO|45145|PSDB|Comerciante||FEDERAÇÃO PSDB CIDADANIA(PSDB/CIDADANIA)|1270||2024~Vereador~PSDB~Eleito por QP~RIO DO OESTE;2020~Vereador~PL~Eleito por QP~RIO DO OESTE;2016~Vereador~PMDB~Eleito por QP~RIO DO OESTE;2012~Vereador~PMDB~Concorrendo~RIO DO OESTE
240002540078|DE|PAULINHO DA SILVA|65500|PCDOB|Advogado||FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASI|2999855||2024~Vereador~PC do B~Eleito por QP~CHAPECÓ;2020~Vereador~PC do B~Suplente~CHAPECÓ;2012~Vereador~PC do B~Eleito por QP~CHAPECÓ;2008~Prefeito~PC do B~Não eleito~CHAPECÓ
240002541386|DE|PAULO COELHO|15077|MDB|Escultor e Pintor|||0||2020~Vereador~MDB~Suplente~CAMBORIÚ;2016~Vereador~PMDB~Suplente~CAMBORIÚ;2012~Vereador~PSC~Suplente~CAMBORIÚ;2008~Vereador~PSC~Suplente~CAMBORIÚ
240002543415|DE|PAULO DRUMM|44111|UNIÃO|Advogado||FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP)|328451||2024~Prefeito~UNIÃO~Não eleito~SÃO MIGUEL DO OESTE;2020~Vereador~PSD~Eleito por QP~SÃO MIGUEL DO OESTE
240002540081|DE|PAULO ECCEL|13030|PT|Advogado|Aguardando julgamento|FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASI|1435000||2022~Deputado Estadual~PT~Suplente~SANTA CATARINA;2020~Prefeito~PT~Não eleito~BRUSQUE;2020~Prefeito~PT~Não eleito~BRUSQUE;2018~Deputado Estadual~PT~Suplente~SANTA CATARINA
240002537925|DE|PEDRÃO|10033|REPUBLICANOS|Empresário|Renúncia||1230000||2024~Prefeito~PP~Não eleito~FLORIANÓPOLIS;2022~Deputado Estadual~PP~Suplente~SANTA CATARINA;2020~Prefeito~PL~Não eleito~FLORIANÓPOLIS;2016~Vereador~PP~Eleito por QP~FLORIANÓPOLIS
240002539582|DE|PEDRO SANTACANNABIS|20420|PODE|Outros|||318298||2008~Vereador~PPS~Suplente~FLORIANÓPOLIS
240002543418|DE|PEPÊ COLLAÇO|11223|PP|Deputado||FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP)|2942285||2022~Deputado Estadual~PP~Eleito por média~SANTA CATARINA;2018~Deputado Estadual~PP~Suplente~SANTA CATARINA;2016~Vereador~PP~Eleito por QP~TUBARÃO;2012~Prefeito~PSD~Não eleito~TUBARÃO
240002537928|DE|PICCOLI|10800|REPUBLICANOS|Servidor Público Federal|||118000||
240002552224|DE|PIMENTEL|36007|AGIR|Aposentado (Exceto Servidor Público)|Aguardando julgamento||0||
240002543414|DE|POLICIAL EMILY PEREIRA|44047|UNIÃO|Policial Militar||FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP)|0||
240002539580|DE|PRETA|20600|PODE|Aposentado (Exceto Servidor Público)|||109800||2020~Vereador~PL~Concorrendo~ARROIO TRINTA;2016~Vereador~PR~Eleito por QP~ARROIO TRINTA;2012~Vereador~PSDB~Eleito por QP~ARROIO TRINTA;2008~Vereador~PSDB~Eleito~ARROIO TRINTA
240002551459|DE|PRI FERNANDES ADOTE|55444|PSD|Vereador|||967458||2024~Vereador~PSD~Eleito por média~FLORIANÓPOLIS;2020~Vereador~PODE~Eleito por QP~FLORIANÓPOLIS;2018~Deputado Estadual~PSB~Suplente~SANTA CATARINA
240002551732|DE|PRISCILA DAL BOSCO|11233|PP|Nutricionista e Assemelhados||FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP)|0||2012~Vereador~PP~Suplente~LEBON RÉGIS
240002540071|DE|PROF CALEB CLARINDO|13321|PT|Pedagogo||FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASI|59511||2024~Vereador~PT~Não eleito~TIMBÓ
240002535464|DE|PROF NORMA RODRIGUES|30050|NOVO|Professor de Ensino Fundamental|||0||2008~Vereador~PDT~Suplente~PONTE ALTA
240002533301|DE|PROF. EVANDRO ACCADROLLI|12640|PDT|Servidor Público Estadual|||200000||
240002533281|DE|PROF. FABRICIO|12500|PDT|Vereador|||214149||2024~Vereador~PP~Eleito por QP~TIMBÓ;2020~Prefeito~CIDADANIA~Não eleito~TIMBÓ;2016~Vereador~PMDB~Eleito por QP~TIMBÓ;2012~Vereador~PMDB~Eleito por QP~TIMBÓ
240002537815|DE|PROF. GENÉSIO ADOLFO|50054|PSOL|Professor de Ensino Médio||FEDERAÇÃO PSOL REDE(PSOL/REDE)|784709||2024~Prefeito~PSOL~Não eleito~BARRA VELHA;2012~Vereador~PSTU~Não eleito~ITAJAÍ;2006~Vice-Governador~PSDC~Concorrendo~SANTA CATARINA
240002539581|DE|PROF. RENATO|20321|PODE|Professor de Ensino Médio|||4000||
